ID,Date,Text
393,2020-07-01,54 nova slučaja zaraze koronavirusom posljednja 24 sata zabilježena 54 nova slučaja zaraze koronavirusom objavio nacionalni stožer civilne zaštite broj trenutno aktivnih slučajeva hrvatskoj 568 bolničkom liječnju 80 dva pacijenta respiratoru posljednja 24 sata testirane 1352 osobe ukupno početka pandemije testirano 80 456 25 veljače evidentiran prvi slučaj zaraze hrvatskoj ukupno zabilježena 2831 zaražena novim koronavirusom rijeka
394,2020-07-03,pgž malim poduzetnicima daje milijun kuna posljedice epidemije koronavirusa ugovore dodjeli potpora 28 malih poduzetnika područja gorskog kotara provedbu ublažavanja posljedica epidemije covida-19 vrijedne ukupno milijun kuna dodijelio petak goranskim poduzetnicima župan zlatko komadina pojedinačna potpora iznosi 40000 kuna javni poziv zaprimljeno 110 prijava kojih 91 povjerenstvo ocijenilo prihvatljivom 28 prijava gorskog kotara župan komadina koronakriza donijela velike štete gospodarstvu pogotovo malim poduzetnicima im potporama županijskog proračuna želi pomoći nabavci opreme tekuću likvidnost dodao rebalans proračuna takve izravne potpore poduzetnicima osigurano 6 milijuna kuna dvostruko izvorno planiranih sredstava prošlog tjedna slični ugovori dodijeljeni poduzetnicima priobalnog područja kvarnerskih otoka
395,2020-07-04,dvije novozaražene osobe koronavirusom pgž stožer civilne zaštite pgž izvijestio subotu dvije novozaražene osobe koronavirusom oboljela pomoćna radnica riječkog kbc-a kontakti obrađuju druga pgž živi zagrebu oboljela zagrebačkom adresom zarazila poduzeću kojem oboljelih vikenda boravi rijeci testirana dvije osobe područja pgž izliječene broj aktivno zaraženih dalje 20 rijeka
396,2020-07-04,86 novih slučajeva korone hrvatskoj protekla 24 sata zabilježeno 86 novih slučajeva zaraze virusom sars-cov-2 broj trenutno oboljelih aktivnih slučajeva hrvatskoj ukupno 798 85 pacijenata bolničkom liječenju toga respiratoru 3 pacijenta preminula 25 veljače 2020 zabilježen prvi slučaj zaraze hrvatskoj ukupno zabilježeno 3094 zaraženih novim koronavirusom kojih 113 preminulo 2183 oporavilo samoizolaciji trenutno 5272 osobe ukupno testirano 84 166 toga 1264 posljednja 24 sata rijeka
397,2020-07-05,4 nova slučaja pgž 3 osobe zarazile vjenčanju zagrebu primorsko-goranskoj županiji nedjelju zabilježene četiri novozaražene osobe tri osobe potvrđenim covidom-19 zarazile vjenčanju zagrebu četvrtu osobu analiziraju kontakti samoizolaciji novozaraženi imaju blage simptome priopćeno stožera primorsko-goranske županije rijeka
398,2020-07-05,57 novih slučajeva korone hrvatskoj protekla 24 sata hrvatskoj zabilježeno 57 novih slučajeva zaraze virusom sars-cov-2 broj trenutno oboljelih našoj zemlji ukupno 842 priopćio nedjelju nacionalni stožer civilne zaštite rh aktivnim oboljelima 93 pacijenata bolničkom liječenju kojih respiratoru četiri protekla 24 sata umrlih samoizolaciji trenutno 4801 prvog zabilježenog slučaja zaraze koronavirusom hrvatskoj 25 veljače ukupno zabilježena 3151 zaražena kojih 113 umrlo 2196 zaraženih oporavilo ukupno testirano 85410 toga 1244 posljednja 24 sata pridržavanje svih donesenih uputa ključne važnosti odgovornim ponašanjem možemo smanjiti širenje zaraze koronavirusa svatko mora svjestan odgovornosti vlastito zdravlje zdravlje obitelji sugrađana poručuje nacionalni stožer cz rijeka
399,2020-07-06,hrvatskoj 69 novih slučajeva zaraze nacionalni stožer civilne zaštite objavio najnovije podatke zaraženima koronavirusom hrvatskoj protekla 24 sata zabilježeno 69 novih slučajeva zaraze virusom sars-cov-2 broj trenutno oboljelih aktivnih slučajeva hrvatskoj ukupno 897 90 pacijenata bolničkom liječenju toga respiratoru 5 pacijenata preminulih rijeka
400,2020-07-07,7 novozaraženih pgž području primorsko-goranske županije posljednja 24 sata sedam novozaraženih liječnica kbc-a rijeka pridržavala svih epidemioloških radnom mjestu tri osobe povezane jednom maturalnom zabavom ostali kontakti obrađuju saznaje radio rijeka rijeka
401,2020-07-08,4 novooboljela koronavirusa 7 izliječenih pgž primorsko-goranskoj županiji srijedu zabilježene četiri novooboljele osobe javlja radio rijeka dvije osobe kontakti maturalne zabave dvije indicirali liječnici njihove kontakte epidemiolozi upravo provjeravaju saznaje radio rijeka prodora virusa kbc rijeka dobra vijest brisevi 68 uzeti bolnici negativni nastavnom zavodu javno zdravstvo jutros očekivali rezultate kontrolnih briseva rezultati stigli dobra vijest sedam izliječeno znači trenutno području pgž 28 oboljelih koronavirusa početka epidemije 81 ozdravila rijeka
402,2020-07-08,53 nova slučaja korone hrvatskoj nacionalni stožer civilne zaštite upravo objavio posljednja 24 sata hrvatskoj zabilježena 53 nova slučaja zaraze koronavirusom tom razdoblju umrla broj trenutno oboljelih aktivnih slučajeva hrvatskoj ukupno 934 bolničkom liječenju 91 pacijent toga respiratoru četiri rijeka
