ID,Date,Text
27,2020-03-01,potvrđen četvrti slučaj koronavirusa rijeci klinike infektivne bolesti dr fran mihaljević zagrebu potvrđena oboljela novim koronavirusom znači republici hrvatskoj potvrđeno sedmero oboljelih riječ bliskom kontaktu osobe rijeke zaražena bliskog kućnog kontakta ranije zaražene osobe rijeke teške simptome osjeća dobro rekla ravnateljica klinike infektivne bolesti dr fran mihaljević alemka markotić dodala druge dvije zaražene osobe rijeke dobro minimalnom nikakvom temperaturom progresije simptoma ukupno zaražene četiri osobe rijeke tri zagreba rijeka
28,2020-03-02,"koronavirus uzdrmao svjetsko gospodarstvo otkrivamo utjecao hrvatsko tržište nekretnina koronavirus uzdrmao svjetsko gospodarstvo otkrivamo utjecao hrvatsko tržište nekretnina koronavirus proširio granica kine neizbježan utjecaj globalno gospodarstvo brojni analitičari smanjuju procjene rasta nacionalnih gospodarstava cijene dionica svjetskim burzama oštro padaju virus naštetio kineskom japanskom gospodarstvu analitičarima goldman sachsa pošteđeno američko naime procjena rasta tamošnjeg bdp-a smanjena 1,4 1,2 posto rizici povećani širenje virusa zaustavi treba svjestan stanje hrvatskoj alarmantno nužan oprez mjesta panici hrvatska spremno dočekala koronavirus smanjila mogućnost negativnog utjecaja gospodarstvo očekivanjima koronavirus ostavio trag tržištu nekretnina zabilježenih gubitaka ističu agencije remax centar nekretnina virus hrvatskoj trenutno kontrolom razloga panici nulti bolesnik brzo dijagnosticiran broj oboljelih širi brzo kini italiji nadolazeći apn krediti državni stambeni poticaji mlađe 45 godina drže trenutno cjelokupnu stabilnost nacionalnog tržišta nekretnina ističe voditelj riječkog prodajnog tima ivan glavak novi krug prijava subvencionirane kredite kreće 30 ožujka subvencioniranjem stambenih kredita mladima subvencionira plaćanje dijela stambenog kredita prvih pet godina otplateza svako rođeno usvojeno dijete razdoblju subvencioniranja kredita subvencija države produžuje dodatne dvije godine agencije remax centar nekretnina ističu bilježe velik broj upita vezan kupnju prve nekretnine definitivno poboljšava stanje tržištu smanjuje negativan utjecaj koronavirusa obzirom agencija remax centar nekretnina dio svjetski poznate franšize iznimno prepoznata stranih kupaca kupci inozemstva čine značajan udio naših poslovnih rezultata moramo naglasiti primijetili blagu odgodu njihovih dolazaka dalje bilježimo brojne upite internetske stranice ističe dan babić voditelj prodajnog tima poreč umag kupci germanskih tržišta imaju najveći udio našim inozemnim kupcima tržišta bilježe značajan utjecaj koronavirusa trenutno bilježimo 20 upita kupaca njemačke nadodaje voditeljica prodajnog tima pula danijela vrbanec dedeić remax centra nekretnina ističu svega potrebno ponašati racionalno odgovorno širenja panike dolaska virusa hrvatsku poduzeli preventivne radnje osigurali dostupnost usluge našim klijentima svojim zaposlenicima kontinuirano dajemo smjernice preventivnim mjerama tržište nekretnina dalje stabilno činjenica mjesec prodali nekretnina veljači 2019 ukupna vrijednost prodanihnekretnina dvostruko većadodatno govori stabilnosti tržišta nekretnina naši agenti iznimno dobri poznavatelji tržišta poručuju razloga širenjem panike zaključuju najvećeg remaxovog franšizera hrvatskoj rijeka"
29,2020-03-02,objavljene informacije oboljelima koronavirusa rijeke petero rijeke kojih potvrđena infekcija korona virusom članovi šire obitelji odrasle osobe izolaciji rečeno ponedjeljak redovnoj konferenciji novinare županijskoj upravi predsjednica županijskog stožera zarazne bolesti đulija malatestinić rekla troje oboljelih blagim simptomima bolesti smješteno riječkoj klinici infektivne bolesti dvoje samoizolaciji vlastitim stanu odvojeno nadzorom kontaktu epidemiologom prvi oboljeli muškarac vratio rada talijanskoj parmi virus potvrđen njegove supruge šogora srednje životne dobi 50-te 60-te godine života druge dvije osobe kćeri prvooboljelog šogora imaju 20 30 godina riječima đulije malatestinić aktivno obrađuju kontakti oboljelih provode protuepidemiološke mjere sad nadzorom epidemiologa 150 primorsko-goranskoj županiji riječkoj bolnici zabranjeni posjeti bolesnicima malatestinić pojasnila riječka bolnica tzv akutna bolnica dobro bolesnici kojih podvrgnuti složenim zahvatima izlažu mogućoj zarazi rijeka
30,2020-03-02,peti slučaj koronavirusa rijeci klinike infektivne bolesti dr fran mihaljević zagrebu potvrđena oboljela novim koronavirusom znači republici hrvatskoj potvrđeno osmero oboljelih riječ bliskom kontaktu osobe rijeke potvrdili stožera civilne zaštite osobi bliski kontakt zaraženoj osobi rijeke poznato prva zaražena rijeci čovjek pedesetim godinama radio tvornici italiji pozitivni koronavirus žena brat stigla vijest bliski kontakt zaraženih pozitivan koronavirus današnjim pozitivnim pet rijeci koronavirus rijeka
31,2020-03-03,koronavirus regiji fvg 13 zaraženih samoizolaciji 208 zaražen svećenik izolirani sjemeništarci muggia spremna karantenu najistočnijoj talijanskoj regiji friuli venezia giulia trenutno 13 zaraženih koronavirusom javlja piccolo jedan svećenik 13 zaraženih 12 kućnoj karanteni jedan trenutno hospitaliziran odjelu zarazne bolesti udinama stanje ozbiljno svećenik predaje sjemeništu udinama svećenik virusom zarazio milanu konferencije nalazi bolnici santa maria della misericordia istovremeno voditelj furlanskog sjemeništa naredio zatvaranje stavljanje karantenu svih 35 sjemeništaraca regiji fvg napravljeno 346 trstova koronavirus kojih 48 tijeku raste broj trenutno nalaze kućnoj izolaciji trenutno 208 čega 23 pordenoneu 107 udinama 33 trstu 45 gorici samoizolaciji tri općinska službenika gorizi kontakta zaraženim muškarcem trevisu dopredsjednik regije riccardi najavio karantena 41 krevetom spremna muggii srijedu regiju stiže 5200 maski zdravstvene ustanove spremne uvećati broj kreveta terapijskim odjelima 44 dodatna mjesta međuvremenu služba 112 obavlja ogroman posao nedjelju uobičajenih 1500 poziva dnevno prelazili broj 3300 poziva danu plus 1000 poziva besplatni broj koronavirus rijeka
32,2020-03-03,području pgž koronavirus kontrolom sjednice stožera civilne zaštite pgž načelnik stožera marko boras mandić predsjednica stožera zarazne bolesti pgž đulija malatestinić voditelj epidemiološkog odjela nastavnog zavoda javno zdravstvo pgž dobrica rončević pročelnik područnog ureda civilne zaštite rijeka matko škalamera dali izjave medije temu koronavirusa stanja primorsko-goranskoj županiji predsjednik stožera civilne zaštite pgž marko boras mandić istaknuo važnost medija servisne informacije službene stranice civilne zaštite rh trebaju pratiti preporuke naloge idu građanima vrijeme svima dostaviti pozivamo građane sustavu civilne zaštite osnovnih sastavnica sustava imaju obavezu ovoj situaciji poduzeti mjere samozaštite zaštititi osobu boras mandić napomenuo situacija susjednoj italiji regiji friuli venezia giulia 13 zaraženo virusom tjera maksimalni oprez pozivamo građane boravak italiji prijave postupe mjerama vode postupanju vršenju nadzora zaštitili smanjili kontakt drugim osobama virus republici hrvatskoj kontrolom izašao kontakata detektirani strane epidemiologa rade veliki posao tiče ostalih sastavnica sustava civilne zaštite napravili predradnje dva koraka spremni situacije odredili tri moguće lokacije uspostavu karantene bude potrebno način idemo lokacije ima 30 smještajnih jedinica vjerujem potrebne susjednim zemljama koordinacija maksimalna boras mandić voditelj epidemiološkog odjela nastavnog zavoda javno zdravstvo pgž dobrica rončević dnevnoj bazi imamo 50-tak ulaze zdravstveni nadzor im daju određeni savjeti putovanja imamo situaciju kojoj jedan epidemijski klaster području šire obitelji nemamo naznaka druga žarišta našem području epidemija širila našem području nemamo epidemiju bolnici hospitalizirane 3 osobe dvije osobe pozitivne klinički zdrave kućnoj izolaciji iskomunicirana svim nadležnim službama rončević pitanja novinara rečeno području primorsko-goranske županije 400 prošlo samoizolaciju kojih nalaze samoizolaciji upite slučajevima samoizolaciji izloženi osudama okoline boras mandić tim ljudima prvenstveno treba zahvaliti odgovorni ljudima samoizloaciji postupali svim mjerama traže treba čestitati nikako osuđivati boras mandić marko boras mandić rijeka
33,2020-03-06,"igor rudan objasnio kolika zapravo smrtnost covid-19 znanstvenik igor rudan facebooku objasnio računa stopa smrtnosti koronavirusa mogla iznositi središnje pitanje vezano epidemiju novog koronavirusa bolesti covid-19 pokazalo svu dubinu nerazumijevanja epidemiološke struke javnosti medijima pitanje zapravo smrtonosan novi koronavirus gori teže gripe samog početka ove pandemije ima tvrde novi koronavirus bolest blaža opasna gripe onih govore znatno opasniji gripe mediji potpunom nerazumijevanju ovoga pitanja počeli objavljivati novi koronavirus čak 20 30 puta smrtonosniji virusa gripe središnje pitanje eksplodiralo svjetskim medijima who objavila 34 zaraženih umrlo medijima javnosti zvuči zastrašujuće nedjeljom 2 pokušao objasniti zastrašujuće brojka 7 trebala zastrašujuća čak takva stopa uzrokovala bitno smrti gripa objavljena stopa dvostruko manja 7 znači čak dobra vijest istom tragu nedjeljom 2 javno oglasio predsjednik sad-a donald trump broj kojeg objavila who pogrešan razgovarao ljudima znaju dojam broj svakako 1 znatno manji točno emisiji ace dao konzervativnu procjenu 05 1 mogućnost bude bitno manji vidite život nepredvidiv javno ujedinjen mišljenju trumpom naizgled who-a naizgled vidjet trump who pravu svatko način pokazati nerazumijevanja ove struke medijima teško pratiti zapravo zbiva mnoge ovih razmatranja čuvao intervju nedjelju nenada jarića dauenhauera razvoj događanja svijetu tjera neke dijelove intervjua ubrzano objavim najkraćim crtama dakle najprije trebate znati počecima svake virusne epidemije virus muči skočiti ljude birati oslabljenim imunološkim sustavom teže odbaciti toga prvi pacijenti nerijetko stariji imaju neke bolesti čine ranjivijim završavaju bolnici tom trenutku sumnja epidemijski potencijal njihove upale pluća zatim zaraze drugi bolnički pacijenti poneki zdravstveni djelatnici ovi potonji zatim bolest prošire ostale pacijente bolnici osjetljive ljude starije bolesnike liječe teških bolesti tog razloga početku udio umrlih svim oboljelima jako visok počelo wuhanu jednako italiji umirali zaraženi bolnicama pretežno stari bolesni međuvremenu virus počeo širiti općom tj izvanbolničkom populacijom zaražavao mnoge ljude inače zdravi im bolje prilagođavao velik broj tih mislio ima prehladu gripicu možda težu gripu preležao kuće jednostavno prehodao rijetki temperaturom simptomima borili dulje 8 9 tražili pomoć bolnici wuhanu kini tipično postoji primarna zdravstvena zaštita obiteljska medicina kakvom poznajemo postoje goleme bolnice njihovim ogromnim gradovima poput wuhana oboljeli javljaju izravno obzirom wuhanu vrijeme početka epidemije sezona prave gripe pročulo bolnicama čudno događa masovno umiru razumije mnogi koronavirusom ostajali doma želeći ići bolnicu testirati koronavirus naizgled smrtonosta epidemija epidemija početku izgledala opasnijom stvorila velik pritisak jedinice intenzivne skrbi ovu zarazu dočekale nepripremljene teško oboljeli mogli dobiti intenzivnu skrb dodatno povisilo stopu smrtnosti početku epidemije kinezi krenuli graditi brzo nove bolnice imali dovoljan kapacitet pružanje intenzivne skrbi makli zaražene ostalih teško oboljelih najrizičniji umru zaraze temeljem ovih navoda treba shvatiti ukupni broj zaraženih covid-19 wuhanu veći zdravstvene statistike potvrđeno zaraženih pokazuju naime potvrđeno zaraženi oboljeli koronavirusa kraju morali doći bolnicu testirani čemu reprezentativni njihove stope smrtnosti može preslikati čak populaciju ukupno zaraženih koronavirusa wuhanu kamoli cjelokupnu populaciju wuhana tj zaražene nezaražene toga pogrešno gledati internetu broj potvrđeno zaraženih broj umrlih dijeliti broj umrlih brojem potvrđeno zaraženih izvlačiti toga kakve zaključke naime pritom pogrešni brojnik nazivnik čak smrti brojniku pogrešne pratite potvrđeno zaražene umrle realnom vremenu tj dan dan razumije jako zaraženih uopće imalo šansu ozdraviti umrijeti intenzivnoj njezi umirat danima tjednima možda mjesecima toga broj umrlih brojniku vremenom povećavati broj zaraženih imate time stopa smrtnosti umrli potvrđeno zaraženi 2 3 može vremenom rasti možda 7 toga reći 3 4 potvrđeno zaraženih umrlo zapravo pogrešno who učinila propustila učiniti reći stopa smrtnosti potvrđeno zaraženima nereprezentativna stopu smrtnosti ukupno zaraženima znatno znatno manja epidemiologa iznenadilo 10 puta manja zapravo iznenadilo čak 50 puta manja učinilo smrtonosnom opasnom čak obične gripe obzirom virus nov nepoznat moram dopustiti mogućnost opasniji stopa umrlih potvrđeno zaraženima možda 3-5 puta manja stope umrlih ukupno zaraženima siguran broj potvrđeno zaraženih jednak broju ukupno zaraženih wuhanu trenutne ukupne svjetske brojke covid-19 dalje velikoj većini slučajeva određene onime događalo wuhanu početku epidemije dvije trećine slučajeva svijetu čak današnji dan potječe wuhana emisiji nedjeljom 2 objasnio stopa smrtnosti potvrđeno zaraženima važna trebalo znati stopu smrtnosti ukupno zaraženima međutim trenutno može znati trebalo provesti testiranje nasumično izabranih 10,000 bolje 100,000 stanovnika wuhana otkriti prisutnost protutijela koronavirusa znali koliki udio prebolio javio liječniku studije proveo zdravstveni sustav preokupiran dijagnozom koronavirusa bolnicama mučio čak time poznato nekih epidemije razbuktavala dovoljno testova javljali simptomima svega navedenog predsjednik sad-a donald trump ima najvjerojatnije pravo kaže broj svakako manji 1 vjeruje mogao manji 1 znamo epidemiologiji prethodnim pandemijama govori trebalo nova bolest dalje temeljem svih raspoloživih podataka mogla lakša obične gripe odnijeti manji broj žrtava možda čak znatno manji emisiji nedjeljom 2 objasnio dodatnih razloga stvaran postotak umrlih svim zaraženima 1 01 trebao projicirati cjelokupno stanovništvo neke države procijenio moguć broj žrtava prvi razlog virus zahvaća pretežno stariji dio stanovništva stopa jednom budemo znali trenutno može znati može projicirati stariji dio mlade djecu njihove stope znatno drugi razlog zaraziti virus uspjeti zaraziti baš svakog zemljopisne raštrkanosti mnoga manja mjesta naselja velik broj ući zaražen dodatno pridonijeti protuepidemijske mjere izolacija oboljelih zatim budu zaražavali ozdravljivali stjecat imunost virus virus imati manji broj može skočiti time nekom trenutku broj novih svaki zaraženi moći dalje zaraziti pasti prosječno 1 epidemija samu ograničiti zaustaviti razlog cijepimo onemogućili virusu zarazi necijepljenog ima brojne opcije koga dalje skočiti imati imunitet odbaciti pokuša ući mnogi procesi prirodi samo-ograničujući sličan način šumski požari padovi burzi epidemije najvažnija pozitivna stvar kojoj nadamo koronavirus sezonski virus njegovi rođaci nestati toplijim vremenom promjenama prirodi donose proljeće ljeto nestaju prehlade koronavirusi izazivaju znači zaključno brojka who 34 broj umrlih svim potvrđenim zaraženima potvrđeni zaraženi podskup najtežih mogućih pacijenata imaju najgoru moguću prognozu kolika stvarna stopa smrtnosti svim zaraženima znamo možemo ikako znati trebati provesti posebne studije svemu znamo epidemiologiji brojka morala 05 1 možda znatno manja baš emisiji nu2 razlog čini italiji stopa jako visoka bolest najprije širila bolnicama malih naselja nepripremljenih epidemiju starijima većim rizikom umru zaraze prvih stotinjak oboljelih italiji stariji 60 godina imali podliježeće bolesti stopa smrtnosti čini visokom jednostavno reprezentativna cijelu populaciju štoviše sličnu goru štetu učinila im obična gripa nastojim naći dobro svemu lošemu trenutno događa dobro moglo proizaći ove infodemije shvatiti gripa opasna bolest početi cijepiti nje svakoj godini gripa ubije 250,000 650,000 cijelom svijetu kini šestina cijelog svjetskog stanovništva broj smrti covid-19 mogao zahvaljujući karanteni wuhan zaustaviti 5,000 znači ostali primijene njihove mjere broj umrlih covid-19 mogao 6 puta veći tj 30,000 deset puta smrti gripe 20 puta žalost mnoge zemlje stanju slijediti primjer kine imat znatno smrti dalje usporedivo gripom razumjelo treba znati ovoj temi pišu žalost znaju dovoljno jednog dobrog članka vox-a korektan obradi ove teme preporučujem svima igor rudan koronavirus rijeka"
34,2020-03-06,koronavirus otkazao 'homo teć ' neizvjesnosti pitanju budućih suzbijanja razvoja epidemije korona virusa covid-19 europskim zemljama time hrvatskoj fes-tival sporta rekreacije homo teć rijeka run ove godine iznimno odgađa rujan utrke godinama nose međunarodni karakter okupljaju trkače dolaze zemalja svijeta ostatku manifestacije sudjeluje velik broj riječanki riječana djece invalida brojnih posjetitelja rijeke razumijevajući veći broj trkača preporuka vezanih suzbijanje epidemija korona virusa odazvati utrkama očekivati građani istog razloga odustati masovnijeg posjeta centru grada sudjelovanja nenatjecateljskim građanskim utrkama smatramo odgovornim činom organizacija utrka odgodi razdoblje kojem mjere suzbijanja epidemije nadamo završene hrvatska ostale europske zemlje oslobođene potencijalne opasnosti ovog virusa novi datumi subota 12092020 539 skok subota 19092020 molo longo trk nedjelja 27092020 5 riječki maraton 19 riječki polumaraton utrka štafeta 3×7 km desetka erste petica humanitarna utrka građana homo teć dm mići trk memorijalna utrka milke milinković uplatili kotizacije imaju pravo povrat nežele trčati novim terminima uplatili cijeni 0103 imaju pravo povrat razlike iznosa najjeftinije kotizacije rijeka
35,2020-03-07,"italija karantenu stavila regije lombardia emilia-romagna piemonte veneto talijanska vlada donijela odluku zatvaranju lombardije 11 provincija odluka objavljena trebala sljedećih sati javlja corriere della serra teških neodgodivih razloga moći izaći ući područja odlukom obuhvaćene venecija modena parma piacenza reggio emilia rimini pesaro urbino padova treviso asti allessandia stanovnicima preporučeno izlaze kuća hitnim slučajevima nacrtu mjere uspostavlja sigurnosna zona obuhvaća lombardiju 11 provincija predviđena stroga ograničenja konkretno zatvaranje škola svim razinama obustava skijaških aktivnosti javnih događaja muzeji teretane bazeni kazališta društveni kulturni centri zatvoreni barovi restorani ostati otvoreni morati osigurati udaljenost jednog metra posjetiteljima žele imati dozvolu rad nacrtu uredbe poziva ograničavanje interne mobilnosti sigurne zone onima imaju simptome respiratorne infekcije vrućicu veću 37,5°c preporučuje ostati kuće ograničiti društvene kontakte moguće kontaktirati liječnika nedjeljom državnim praznicima bit zatvoreni srednji veliki trgovački centri trgovine trgovačkih centara tržnica poslovni sastanci morati odgoditi crkve ostati otvorene uvjetom stanju jamčiti velikog okupljanja međutim građanski vjerski obredu obustavljaju uključujući sprovodi mjere trajati 3 travnja koronavirus rijeka"
36,2020-03-08,16 milijuna karanteni stanovnici sjevera italije nedjelju probudili karanteni obuhvatila veliko područje bogatog sjevera uključujući financijsko središte milano novom drastičnom pokušaju ograniči rapidno širenje koronavirusa ograničenja presedana obuhvaćaju 16 milijuna ostat snazi 3 travnja zakon noći potpisao premijer giuseppe conte novim mjerama trebali ući lombardiju talijansku najbogatiju regiju izići nje 14 pokrajina uključujući gradove veneciju modenu parmu piacenzu reggio emiliju rimini » kretanja područja razloga dokazano povezanih poslom hitnom situacijom zdravstvenim razlozima « conte novinskoj konferenciji noći višesatne konfuzije njegovih planova » moramo ograničiti širenje virusa spriječiti bolnice postanu prenatrpane « dodao međutim jasno strogo provoditi mjere prvim danjim svjetlom čini letovi odvijaju normalno dva milanska aerodroma venecijanskog aerodroma željeznica dalje prodaje karte uredbi muzeji teretane kulturni centri skijališta bazeni bit zatvoreni pogođenim zonama zdravstvenim radnicima otkazan odlazak godišnje odmore bolnice velikim pritiskom koronavirusa restoranima barovima dopustit budu otvoreni 6 ujutro 18 poslijepodne jamčiti gosti metar udaljeni jedan drugoga vlada mjere donijela sati dužnosnici najavili broj slučajeva zaraženih koronavirusa skočio 1200 24-satnom razdoblju najveći dnevni porast epidemija zemlji počela dva tjedna broj smrtnih slučajeva virusa porastao 36 233 broj pacijenata intenzivnoj skrbi porastao 567 23 posto dan 5883 prvotno zaraženih talijana oporavilo 589 sjeverne regije lombardija emilia-romagna veneto predstavljaju 85 posto svih slučajeva 92 posto prijavljenih smrti conte prvotne zone karantene obuhvaćala 11 gradova epicentru zaraze ukinute međutim poziva imaju povišenu temperaturu izlaze kuće čak znaju imaju koronavirus reuters/hina koronavirus lombardia karantena rijeka
